id,DIC
3,2107.6052737688337
14,2125.8897885981164
15,2249.1531807549923
21,2250.654718502168
22,2255.845325841573
27,2002.7039497990588
30,2242.6757462564974
33,2201.858585815064
43,2007.5146040489653
47,2337.579899266339
50,2238.1972139215623
53,2210.3005182069237
57,2101.828051134651
59,2137.320654642466
60,2215.7640429653507
62,1998.4468297147355
63,2274.934520400188
65,2116.912223951505
66,2011.4994807564976
70,2002.371860212146
82,2211.620305573823
85,2273.516353766479
87,2215.7267933362073
92,2056.454321958477
97,2031.4740610856416
101,2219.580731678907
102,2076.0391284096063
104,2318.4557197815416
107,2110.059473592279
113,2310.0973422787183
116,2207.892664691196
118,2145.3731861287656
123,2198.6798529235407
125,2309.315256192232
131,2316.881762835687
132,2271.995889449624
135,2234.7946159007524
136,2275.3510874829544
140,2271.625746835216
146,2113.1125122292838
147,2053.585377828816
149,1988.7211183074862
150,2001.9962378295656
154,2314.475527306968
157,2301.034345771751
173,2341.0906189630423
176,2314.5893427495284
181,2120.7399787570616
182,2115.9496158841794
183,2184.74625188324
184,2313.1855786252354
187,2136.0933057128027
188,2310.1929468644043
192,2224.756070008756
203,2100.1153267419977
213,2261.699751860263
214,2316.0238905621477
216,2018.8704381225987
219,2020.1546054520707
226,2001.9615892584256
228,2079.675447094539
231,2035.3526089170912
233,2165.1468145873378
245,2141.617442531827
246,2062.3386433665705
249,2004.3693217756124
254,2102.9458810075325
257,2166.427147143082
260,2203.124847839454
267,2225.8033331954807
268,2220.217221031073
272,2350.9509863465178
273,2047.9381010756138
276,2249.6961327975523
283,2310.6481049905847
284,2128.4764466207143
288,2144.1241342064495
296,2315.2408814067812
299,2190.8462987994362
300,2005.2353226835207
306,2019.614159920855
308,2021.8529898332854
313,2316.5324209039545
314,2193.604173728815
317,2268.822831410781
322,2135.896333209888
324,2002.5031569677963
325,2191.9061751412432
333,2151.612895241667
338,2182.8348116760826
340,2314.7027216235874
342,2123.68724555998
351,2121.100988547078
354,2232.627191481165
356,2171.918284865535
359,2248.832792972789
360,2313.9875927012695
361,2262.461113608145
362,2164.3057488047093
364,2109.591082128059
368,2319.083722706685
369,2252.1104830000036
371,2153.9358744911488
377,2239.5042848399253
388,2096.2984313677043
390,2153.263711459417
395,2082.7494706350267
399,2310.319034839924
404,2001.6808296390757
405,2316.749862316148
408,2222.2445786045205
414,2160.361654454946
417,2312.2920366918547
427,2223.297833335639
428,2183.959977401131
429,2002.8280971958552
438,2016.8258015316846
439,2001.1620827071565
440,2053.923854038231
442,2020.5138101351686
453,2016.8576997476462
454,2026.6633344347472
472,2003.551995735219
476,1998.9370073258017
483,2270.5687055640306
486,2317.260940654427
491,2249.4271819274495
495,2312.5340895701975
496,2310.7621299435023
497,2274.61149799421
501,1991.9160429219883
506,2007.0088559535307
513,2008.4988587335226
518,2193.567382297551
527,2018.4603819517904
