id,DIC
3,2108.258056640625
14,2126.079833984375
15,2248.48681640625
21,2263.822021484375
22,2261.060791015625
27,2005.2880859375
30,2247.244140625
33,2202.087646484375
43,2009.9969482421875
47,2336.614990234375
50,2237.80859375
53,2209.675048828125
57,2100.362548828125
59,2134.429931640625
60,2215.505859375
62,1999.2442626953125
63,2280.341064453125
65,2118.624267578125
66,2010.7950439453125
70,2004.713623046875
82,2213.328369140625
85,2272.021728515625
87,2212.042724609375
92,2059.583251953125
97,2031.1121826171875
101,2218.22021484375
102,2075.680908203125
104,2318.306640625
107,2108.236083984375
113,2310.453369140625
116,2206.9560546875
118,2147.2646484375
123,2195.098876953125
125,2302.989990234375
131,2319.14697265625
132,2273.095947265625
135,2231.187255859375
136,2280.631591796875
140,2273.17138671875
146,2114.48583984375
147,2052.2509765625
149,1978.68798828125
150,2001.0618896484375
154,2314.5390625
157,2313.69677734375
173,2336.889404296875
176,2314.394287109375
181,2123.721923828125
182,2117.933837890625
183,2186.100830078125
184,2313.43701171875
187,2137.162841796875
188,2311.581787109375
192,2221.141357421875
203,2099.74462890625
213,2260.373779296875
214,2316.964111328125
216,2019.54931640625
219,2019.6900634765625
226,2002.197509765625
228,2078.655517578125
231,2036.3101806640625
233,2164.99609375
245,2140.093017578125
246,2062.465087890625
249,2006.9124755859375
254,2102.8642578125
257,2166.098388671875
260,2201.288330078125
267,2228.09228515625
268,2221.943603515625
272,2349.281005859375
273,2051.45458984375
276,2249.744140625
283,2311.949951171875
284,2131.025390625
288,2144.631591796875
296,2316.966064453125
299,2188.925537109375
300,2006.9815673828125
306,2014.505126953125
308,2022.98193359375
313,2316.625
314,2192.169189453125
317,2268.233154296875
322,2136.025634765625
324,2001.6722412109375
325,2191.916015625
333,2151.2197265625
338,2181.06494140625
340,2315.367431640625
342,2119.43115234375
351,2119.304931640625
354,2232.411865234375
356,2171.875
359,2249.492431640625
360,2313.216552734375
361,2263.21533203125
362,2162.0419921875
364,2110.5546875
368,2319.42626953125
369,2252.184814453125
371,2154.7900390625
377,2239.6083984375
388,2096.603759765625
390,2156.967041015625
395,2075.6640625
399,2310.732177734375
404,2001.50146484375
405,2316.790283203125
408,2222.843017578125
414,2159.365478515625
417,2310.524169921875
427,2223.83154296875
428,2184.327880859375
429,2003.5601806640625
438,2018.08837890625
439,2002.2767333984375
440,2055.886474609375
442,2019.48828125
453,2017.869140625
454,2026.9544677734375
472,2004.3577880859375
476,1995.7193603515625
483,2269.541748046875
486,2316.556640625
491,2250.195068359375
495,2312.078369140625
496,2311.158935546875
497,2273.158447265625
501,1991.7764892578125
506,2006.0272216796875
513,2010.53759765625
518,2191.408447265625
527,2019.25634765625
532,2030.5699462890625
536,2094.18017578125
543,2318.491455078125
550,2004.98681640625
552,2072.084716796875
553,2265.5537109375
556,2317.448486328125
558,2001.9425048828125
567,2063.698486328125
568,2018.8851318359375
570,2049.78662109375
571,2173.51416015625
572,2007.693603515625
575,2002.8768310546875
580,2212.911865234375
582,2008.8822021484375
583,2311.4609375
585,2213.21044921875
596,2020.039306640625
607,2242.411376953125
613,2039.0577392578125
614,2221.113525390625
621,2003.1597900390625
623,2045.1715087890625
624,2247.552978515625
629,2304.343994140625
640,2118.19775390625
641,2002.2484130859375
644,2255.224365234375
659,2012.3028564453125
663,1998.3433837890625
664,2350.219482421875
681,2174.13623046875
687,2269.948974609375
702,2358.1181640625
707,2275.79541015625
708,2007.6007080078125
716,2207.196533203125
717,2310.78564453125
718,2011.0281982421875
720,2056.904296875
721,2310.815185546875
725,2120.90185546875
733,2006.3056640625
751,2251.51611328125
759,2021.517333984375
761,2008.9766845703125
762,2168.935791015625
763,2308.73291015625
768,2259.91796875
769,2180.97998046875
781,2043.0679931640625
782,2223.349609375
790,2002.715576171875
795,2278.5966796875
798,2022.832763671875
800,2007.66943359375
802,2218.23974609375
804,2195.990478515625
806,2060.05615234375
810,2009.13427734375
811,2278.47314453125
812,2001.473388671875
816,2189.53955078125
820,2224.973388671875
824,2296.745849609375
825,2002.07373046875
826,1998.735595703125
837,2045.0152587890625
838,2263.8056640625
841,2322.522705078125
843,2095.572021484375
852,2269.44775390625
853,2222.24951171875
863,2193.435546875
865,2313.81005859375
869,2092.552978515625
870,2220.994873046875
871,2025.28955078125
875,2155.24609375
881,2087.55224609375
887,2098.751953125
888,2313.07470703125
889,2071.711181640625
892,2268.283447265625
899,2011.77490234375
908,2309.83203125
911,2266.715576171875
912,2247.5849609375
913,2241.1728515625
914,2001.953369140625
916,2009.010009765625
917,2057.697509765625
918,2266.880615234375
925,2007.0565185546875
933,2002.137451171875
935,2209.060546875
948,2282.9013671875
952,2229.317626953125
